timestamp,ax,ay,az,gx,gy,gz
440275846,-0.18359375,0.1380615234375,0.1051025390625,0.030534351145038167,-0.31297709923664124,-0.07633587786259542
440285461,-0.1829833984375,0.1375732421875,0.10498046875,0.022900763358778626,-0.2900763358778626,-0.015267175572519083
440295076,-0.18359375,0.137451171875,0.1051025390625,0.030534351145038167,-0.2748091603053435,-0.03816793893129771
440304691,-0.1837158203125,0.1375732421875,0.1048583984375,0.022900763358778626,-0.2824427480916031,-0.04580152671755725
440314306,-0.183349609375,0.1373291015625,0.1044921875,0.030534351145038167,-0.3053435114503817,-0.03816793893129771
440323921,-0.1832275390625,0.1378173828125,0.1060791015625,0.04580152671755725,-0.2900763358778626,-0.04580152671755725
440333536,-0.1641845703125,0.162109375,0.074951171875,3.7404580152671754,-0.22900763358778625,5.137404580152672
440343151,-0.16162109375,0.1973876953125,0.0982666015625,5.961832061068702,0.9389312977099237,13.091603053435115
440352766,-0.1826171875,0.2088623046875,0.06201171875,2.3206106870229006,-0.09923664122137404,4.763358778625954
440362381,-0.1336669921875,0.347900390625,-0.000732421875,-4.267175572519084,-0.46564885496183206,-3.3969465648854964
440371549,-0.0877685546875,0.3572998046875,-0.0330810546875,-10.625954198473282,8.83969465648855,7.572519083969466
440381164,-0.1546630859375,0.2606201171875,0.223876953125,-24.770992366412212,13.251908396946565,-6.740458015267175
440390779,-0.393310546875,-0.1632080078125,0.343505859375,-32.33587786259542,6.267175572519084,-25.46564885496183
440400394,-0.3736572265625,-0.2437744140625,0.017822265625,-4.984732824427481,-10.625954198473282,-5.061068702290076
440410009,-0.1474609375,-0.0438232421875,0.1695556640625,8.916030534351146,-10.572519083969466,25.19083969465649
440419624,-0.0048828125,0.1708984375,0.1531982421875,9.465648854961833,1.5648854961832062,28.3206106870229
440429239,-0.091552734375,0.248291015625,0.0999755859375,4.015267175572519,11.076335877862595,31.549618320610687
440438854,-0.2291259765625,0.2371826171875,0.1170654296875,0.7862595419847328,9.954198473282442,26.076335877862597
440448469,-0.301513671875,0.1383056640625,0.0849609375,0.6641221374045801,1.9923664122137406,19.53435114503817
440458084,-0.218505859375,0.1512451171875,0.105712890625,1.3435114503816794,-3.6030534351145036,20.862595419847327
440468229,-0.1685791015625,0.1175537109375,0.11865234375,3.7938931297709924,-4.076335877862595,13.83969465648855
440477844,-0.0775146484375,0.222900390625,0.0914306640625,3.015267175572519,-0.6641221374045801,18.916030534351144
440487459,-0.130126953125,0.21044921875,0.120849609375,1.099236641221374,2.1603053435114505,14.511450381679388
440497074,-0.1741943359375,0.1839599609375,0.12890625,0.9694656488549618,1.8702290076335877,20.206106870229007
440506689,-0.2060546875,0.173583984375,0.1116943359375,2.5343511450381677,-1.6793893129770991,17.366412213740457
440516304,-0.175537109375,0.2110595703125,0.1190185546875,3.0610687022900764,-2.4122137404580153,24.412213740458014
440525919,-0.1827392578125,0.2357177734375,0.1180419921875,3.4122137404580153,-3.7480916030534353,23.740458015267176
440535534,-0.182373046875,0.241455078125,0.0931396484375,1.213740458015267,-5.137404580152672,20.82442748091603
440545149,-0.1405029296875,0.2166748046875,0.0826416015625,-0.08396946564885496,-5.931297709923665,22.38167938931298
440554764,-0.1279296875,0.209716796875,0.0731201171875,-1.3358778625954197,-5.847328244274809,18.38167938931298
440563932,-0.1224365234375,0.1995849609375,0.0872802734375,-2.7404580152671754,-4.969465648854962,17.709923664122137
440573547,-0.1270751953125,0.2080078125,0.1116943359375,-2.854961832061069,-6.923664122137405,12.854961832061068
440583162,-0.06494140625,0.1903076171875,0.0989990234375,-1.900763358778626,-6.251908396946565,11.236641221374045
440592777,-0.0596923828125,0.2115478515625,0.118408203125,-0.6106870229007634,-4.358778625954199,20.358778625954198
440602392,-0.107177734375,0.207763671875,0.1168212890625,0.7251908396946565,-4.320610687022901,22.297709923664122
440612007,-0.0826416015625,0.2198486328125,0.1201171875,2.427480916030534,-6.083969465648855,25.580152671755727
440621622,-0.04541015625,0.2333984375,0.1092529296875,2.16793893129771,-5.633587786259542,26.84732824427481
440631237,-0.057373046875,0.2188720703125,0.1014404296875,0.8549618320610687,-4.33587786259542,28.374045801526716
440640852,-0.1163330078125,0.200439453125,0.0814208984375,1.16793893129771,-6.442748091603053,28.213740458015266
440650467,-0.108642578125,0.1807861328125,0.0750732421875,1.9923664122137406,-9.778625954198473,23.954198473282442
440660612,-0.0115966796875,0.194580078125,0.081298828125,2.900763358778626,-10.412213740458014,21.450381679389313
440670227,0.0302734375,0.22021484375,0.1097412109375,2.183206106870229,-5.183206106870229,20.916030534351144
440679842,0.040771484375,0.2464599609375,0.1258544921875,1.618320610687023,-1.816793893129771,23.938931297709924
440689457,-0.0057373046875,0.2386474609375,0.1165771484375,1.3435114503816794,0.6870229007633588,26.18320610687023
440699072,-0.032470703125,0.2305908203125,0.1029052734375,1.0610687022900764,-1.297709923664122,27.282442748091604
440708687,0.0133056640625,0.2254638671875,0.1004638671875,0.3435114503816794,-2.885496183206107,25.916030534351144
440718302,0.0811767578125,0.189453125,0.0947265625,-0.9083969465648855,0.03816793893129771,27.625954198473284
440727917,0.0682373046875,0.2117919921875,0.098388671875,-0.22137404580152673,4.641221374045801,28.557251908396946
440737532,-0.00439453125,0.276611328125,0.1080322265625,-0.12213740458015267,6.572519083969466,33.68702290076336
440747147,-0.041259765625,0.2686767578125,0.0963134765625,-0.9083969465648855,5.251908396946565,36.86259541984733
440756315,-0.0103759765625,0.2503662109375,0.053955078125,-1.8396946564885497,2.717557251908397,39.67175572519084
440765930,-0.0289306640625,0.262451171875,0.11376953125,-4.32824427480916,-0.6412213740458015,22.580152671755727
440775545,0.1031494140625,0.218505859375,0.1319580078125,-5.854961832061068,-1.381679389312977,24.16030534351145
